date_block_num,item_id,item_cnt_day
0,1738,7.0
0,1739,2.0
0,1740,27.0
0,1741,22.0
0,1742,8.0
0,1750,4.0
0,1751,5.0
0,1752,5.0
0,1753,5.0
0,1760,2.0
0,1763,15.0
0,1765,1.0
0,1766,3.0
0,1768,5.0
0,1776,9.0
0,1777,22.0
0,1780,3.0
0,1781,7.0
0,1782,51.0
0,1786,4.0
0,1787,1.0
0,1790,59.0
0,1791,17.0
0,1800,96.0
0,1801,9.0
0,1802,12.0
0,1807,2.0
0,1821,1.0
0,1823,7.0
0,1824,30.0
0,1826,9.0
0,1829,215.0
0,1830,581.0
0,1832,32.0
0,1833,55.0
0,1835,178.0
0,1836,80.0
0,1837,37.0
0,1869,28.0
0,1870,3.0
0,1871,187.0
0,1874,12.0
0,1889,80.0
0,1893,5.0
0,1894,80.0
0,1896,2.0
0,1897,9.0
0,1898,3.0
0,1899,1.0
0,1900,8.0
0,1901,7.0
0,1902,2.0
0,1903,2.0
0,1904,56.0
0,1905,172.0
0,1906,3.0
0,1907,4.0
0,1908,25.0
0,1909,2.0
0,1910,2.0
0,1911,99.0
0,1912,56.0
0,1913,84.0
0,1915,114.0
0,1916,258.0
0,1917,1.0
0,1918,7.0
0,1920,71.0
0,1921,120.0
0,1922,8.0
0,1923,53.0
0,1924,3.0
0,1926,5.0
0,1928,3.0
0,1931,19.0
0,1932,1.0
0,1933,1.0
0,1947,1.0
0,1953,41.0
0,1954,3.0
0,1956,35.0
0,1958,37.0
0,1959,1.0
0,1973,1.0
0,1979,1.0
0,1980,1.0
0,1985,11.0
0,1986,11.0
0,1987,99.0
0,1992,40.0
0,2055,1.0
0,2057,1.0
0,2058,2.0
0,2064,1.0
0,2067,7.0
0,2068,9.0
0,2077,9.0
0,2078,4.0
0,2082,2.0
0,2083,1.0
0,2088,2.0
0,2089,2.0
0,2090,17.0
0,2091,1.0
0,2092,1.0
0,2094,4.0
0,2097,2.0
0,2099,17.0
0,2100,21.0
0,2102,3.0
0,2103,7.0
0,2104,18.0
0,2106,6.0
0,2107,2.0
0,2108,9.0
0,2109,7.0
0,2110,5.0
0,2111,3.0
0,2112,2.0
0,2117,8.0
0,2121,4.0
0,2122,3.0
0,2123,6.0
0,2125,2.0
0,2126,2.0
0,2132,4.0
0,2133,2.0
0,2144,2.0
0,2145,1.0
0,2146,1.0
0,2147,2.0
0,2149,5.0
0,2151,2.0
0,2157,1.0
0,2160,2.0
0,2161,4.0
0,2163,9.0
0,2164,3.0
0,2166,1.0
0,2167,3.0
0,2168,1.0
0,2171,5.0
0,2175,6.0
0,2177,3.0
0,2179,30.0
0,2182,21.0
0,2184,6.0
0,2185,1.0
0,2186,2.0
0,2188,1.0
0,2189,8.0
0,2190,7.0
0,2192,1.0
0,2194,5.0
0,2195,5.0
0,2197,5.0
0,2198,10.0
0,2199,0.0
0,2200,1.0
0,2202,1.0
0,2203,1.0
0,2209,1.0
0,2216,3.0
0,2217,1.0
0,2218,14.0
0,2219,8.0
0,2220,5.0
0,2221,11.0
0,2222,1.0
0,2223,15.0
0,2224,3.0
0,2225,11.0
0,2228,1.0
0,2229,2.0
0,2235,5.0
0,2241,17.0
0,2242,4.0
0,2245,4.0
0,2246,2.0
0,2247,9.0
0,2249,3.0
0,2251,1.0
0,2252,177.0
0,2253,20.0
0,2254,2.0
0,2255,5.0
0,2256,11.0
0,2257,14.0
0,2258,73.0
0,2259,1.0
0,2281,123.0
0,2302,47.0
0,2303,10.0
0,2304,157.0
0,2307,152.0
0,2308,712.0
0,2309,81.0
0,2314,1.0
0,2319,30.0
0,2321,218.0
0,2330,67.0
0,2333,77.0
0,2340,6.0
0,2343,1.0
0,2346,4.0
0,2349,23.0
0,2350,4.0
0,2389,13.0
0,2406,11.0
0,2412,3.0
0,2415,164.0
0,2416,278.0
0,2417,100.0
0,2432,2.0
0,2437,45.0
0,2439,174.0
0,2441,44.0
0,2456,2.0
0,2459,1.0
0,2460,9.0
0,2461,7.0
0,2462,12.0
0,2463,15.0
0,2465,2.0
0,2467,1.0
0,2468,10.0
0,2473,3.0
0,2474,1.0
0,2475,9.0
0,2477,11.0
0,2479,1.0
0,2480,4.0
0,2484,5.0
0,2485,1.0
0,2493,5.0
0,2494,4.0
0,2503,7.0
0,2504,5.0
0,2509,5.0
0,2510,1.0
0,2514,3.0
0,2515,3.0
0,2522,2.0
0,2524,1.0
0,2525,3.0
0,2527,9.0
0,2528,1.0
0,2530,1.0
0,2539,4.0
0,2540,1.0
0,2542,1.0
0,2545,4.0
0,2546,12.0
0,2548,1.0
0,2552,0.0
0,2553,1.0
0,2554,1.0
0,2555,2.0
0,2557,4.0
0,2558,9.0
0,2559,1.0
0,2560,2.0
0,2563,1.0
0,2564,5.0
0,2565,2.0
0,2572,12.0
0,2573,16.0
0,2574,119.0
0,2579,12.0
0,2583,1.0
0,2588,6.0
0,2589,2.0
0,2593,5.0
0,2595,1.0
0,2596,1.0
0,2604,10.0
0,2607,29.0
0,2609,4.0
0,2610,1.0
0,2611,1.0
0,2614,19.0
0,2616,1.0
0,2618,1.0
0,2619,1.0
0,2620,2.0
0,2621,3.0
0,2626,9.0
0,2628,16.0
0,2629,1.0
0,2631,9.0
0,2635,15.0
0,2636,1.0
0,2637,2.0
0,2639,15.0
0,2640,8.0
0,2649,19.0
0,2650,13.0
0,2653,2.0
0,2661,2.0
0,2662,3.0
0,2667,4.0
0,2670,11.0
0,2674,1.0
0,2677,1.0
0,2678,57.0
0,2679,1.0
0,2680,21.0
0,2681,3.0
0,2682,33.0
0,2684,1.0
0,2702,1.0
0,2703,75.0
0,2704,23.0
0,2705,12.0
0,2709,4.0
0,2715,16.0
0,2716,32.0
0,2718,44.0
0,2719,13.0
0,2720,6.0
0,2721,2.0
0,2724,1.0
0,2725,1.0
0,2727,17.0
0,2731,28.0
0,2740,1.0
0,2746,113.0
0,2748,58.0
0,2760,8.0
0,2761,4.0
0,2762,1.0
0,2772,3.0
0,2795,10.0
0,2798,19.0
0,2800,3.0
0,2801,39.0
0,2803,1.0
0,2804,7.0
0,2805,1.0
0,2808,858.0
0,2820,15.0
0,2821,1.0
0,2822,34.0
0,2824,4.0
0,2827,66.0
0,2828,9.0
0,2833,138.0
0,2835,45.0
0,2836,25.0
0,2844,24.0
0,2845,5.0
0,2846,31.0
0,2847,26.0
0,2848,129.0
0,2849,3.0
0,2851,1.0
0,2852,1.0
0,2853,3.0
0,2854,87.0
0,2855,7.0
0,2857,27.0
0,2858,10.0
0,2920,145.0
0,2923,1.0
0,2924,1.0
0,2925,1.0
0,2926,2.0
0,2929,143.0
0,2930,2.0
0,2931,250.0
0,2934,44.0
0,2939,63.0
0,2946,69.0
0,2948,2.0
0,2953,43.0
0,2956,140.0
0,2957,33.0
0,2960,50.0
0,2967,45.0
0,2972,625.0
0,2973,544.0
0,2974,180.0
0,2977,3.0
0,2980,1.0
0,3007,122.0
0,3014,26.0
0,3017,17.0
0,3019,7.0
0,3021,1.0
0,3036,4.0
0,3045,32.0
0,3046,12.0
0,3049,4.0
0,3050,4.0
0,3052,1.0
0,3056,79.0
0,3057,23.0
0,3059,2.0
0,3062,10.0
0,3065,2.0
0,3066,3.0
0,3067,3.0
0,3068,1.0
0,3069,6.0
0,3070,1.0
0,3075,1.0
0,3076,101.0
0,3077,77.0
0,3080,2.0
0,3081,1.0
0,3084,14.0
0,3086,7.0
0,3087,2.0
0,3093,9.0
0,3095,24.0
0,3096,1.0
0,3098,2.0
0,3100,4.0
0,3107,18.0
0,3112,17.0
0,3116,2.0
0,3120,24.0
0,3122,3.0
0,3123,1.0
0,3124,1.0
0,3126,4.0
0,3128,1.0
0,3129,2.0
0,3130,9.0
0,3131,3.0
0,3132,2.0
0,3138,11.0
0,3140,65.0
0,3141,41.0
0,3146,35.0
0,3147,53.0
0,3148,50.0
0,3152,2.0
0,3158,57.0
0,3159,67.0
0,3160,10.0
0,3162,1.0
0,3164,16.0
0,3165,3.0
0,3166,1.0
0,3168,1.0
0,3172,1.0
0,3174,4.0
0,3175,10.0
0,3178,2.0
0,3179,3.0
0,3186,505.0
0,3187,30.0
0,3188,2.0
0,3189,1.0
0,3193,68.0
0,3198,12.0
0,3199,1.0
0,3200,9.0
0,3201,14.0
0,3202,7.0
0,3203,5.0
0,3204,9.0
0,3205,5.0
0,3206,5.0
0,3208,2.0
0,3209,22.0
0,3210,29.0
0,3211,2.0
0,3212,1.0
0,3213,1.0
0,3214,7.0
0,3223,161.0
0,3232,5.0
0,3253,38.0
0,3254,8.0
0,3260,1.0
0,3261,4.0
0,3265,7.0
0,3266,5.0
0,3267,16.0
0,3268,16.0
0,3269,27.0
0,3270,1.0
0,3275,1.0
0,3276,1.0
0,3278,2.0
0,3279,4.0
0,3280,12.0
0,3281,2.0
0,3283,2.0
0,3285,4.0
0,3286,152.0
0,3288,1.0
0,3289,6.0
0,3291,4.0
0,3292,2.0
0,3293,3.0
0,3294,3.0
0,3295,2.0
0,3296,2.0
0,3297,19.0
0,3298,12.0
0,3302,3.0
0,3303,2.0
0,3307,36.0
0,3314,82.0
0,3315,3.0
0,3316,46.0
0,3317,8.0
0,3318,77.0
0,3320,186.0
0,3321,392.0
0,3322,36.0
0,3323,135.0
0,3325,368.0
0,3326,93.0
0,3327,41.0
0,3328,206.0
0,3355,2.0
0,3360,3.0
0,3362,36.0
0,3366,49.0
0,3367,26.0
0,3369,6.0
0,3378,10.0
0,3379,5.0
0,3382,5.0
0,3383,3.0
0,3384,8.0
0,3389,1.0
0,3390,1.0
0,3391,8.0
0,3394,41.0
0,3402,74.0
0,3410,1.0
0,3417,105.0
0,3427,227.0
0,3428,46.0
0,3429,105.0
0,3432,1156.0
0,3433,214.0
0,3434,24.0
0,3437,92.0
0,3438,12.0
0,3439,5.0
0,3467,47.0
0,3468,99.0
0,3470,89.0
0,3476,42.0
0,3478,7.0
0,3491,1.0
0,3492,4.0
0,3495,2.0
0,3503,8.0
0,3504,1.0
0,3505,7.0
0,3507,6.0
0,3508,16.0
0,3509,10.0
0,3510,1.0
0,3512,1.0
0,3514,2.0
0,3515,10.0
0,3518,3.0
0,3519,2.0
0,3527,18.0
0,3528,22.0
0,3529,1.0
0,3530,1.0
0,3531,1.0
0,3533,106.0
0,3540,6.0
0,3541,8.0
0,3542,2.0
0,3554,112.0
0,3555,4.0
0,3556,30.0
0,3559,2.0
0,3562,14.0
0,3563,1.0
0,3569,8.0
0,3574,5.0
0,3576,2.0
0,3577,9.0
0,3578,5.0
0,3580,6.0
0,3581,1.0
0,3582,10.0
0,3591,4.0
0,3592,4.0
0,3593,3.0
0,3596,17.0
0,3603,9.0
0,3606,9.0
0,3607,1.0
0,3608,2.0
0,3610,4.0
0,3612,12.0
0,3613,5.0
0,3614,1.0
0,3615,4.0
0,3617,23.0
0,3618,11.0
0,3619,11.0
0,3620,63.0
0,3621,1.0
0,3622,113.0
0,3624,51.0
0,3625,2.0
0,3628,1.0
0,3639,2.0
0,3642,8.0
0,3647,12.0
0,3650,1.0
0,3651,11.0
0,3652,13.0
0,3653,2.0
0,3656,22.0
0,3658,2.0
0,3660,1.0
0,3661,9.0
0,3663,1.0
0,3665,24.0
0,3666,1.0
0,3667,1.0
0,3668,2.0
0,3669,4.0
0,3670,2.0
0,3676,34.0
0,3679,5.0
0,3680,1.0
0,3686,234.0
0,3687,3.0
0,3693,53.0
0,3698,101.0
0,3700,1.0
0,3701,1.0
0,3702,128.0
0,3704,12.0
0,3705,160.0
0,3706,1.0
0,3710,1.0
0,3711,2.0
0,3718,212.0
0,3719,202.0
0,3743,130.0
0,3745,28.0
0,3747,5.0
0,3748,2.0
0,3750,1.0
0,3752,1.0
0,3766,1.0
0,3767,2.0
0,3768,5.0
0,3771,5.0
0,3773,8.0
0,3775,7.0
0,3776,2.0
0,3778,1.0
0,3786,3.0
0,3788,15.0
0,3798,1.0
0,3799,3.0
0,3801,8.0
0,3806,7.0
0,3808,1.0
0,3810,1.0
0,3811,14.0
0,3822,5.0
0,3823,16.0
0,3824,2.0
0,3826,19.0
0,3827,4.0
0,3830,8.0
0,3834,134.0
0,3836,9.0
0,3844,1.0
0,3850,29.0
0,3851,256.0
0,3852,14.0
0,3861,9.0
0,3869,148.0
0,3870,446.0
0,3871,76.0
0,3873,5.0
0,3876,75.0
0,3877,11.0
0,3878,18.0
0,3879,12.0
0,3883,1.0
0,3885,11.0
0,3887,1.0
0,3890,13.0
0,3895,5.0
0,3897,12.0
0,3902,36.0
0,3903,15.0
0,3905,1.0
0,3909,7.0
0,3910,1.0
0,3921,5.0
0,3922,1.0
0,3924,1.0
0,3925,1.0
0,3941,16.0
0,3942,4.0
0,3947,8.0
0,3948,2.0
0,3950,2.0
0,3952,2.0
0,3953,4.0
0,3954,1.0
0,3958,9.0
0,3959,1.0
0,3960,3.0
0,3961,11.0
0,3962,1.0
0,3963,3.0
0,3964,4.0
0,3965,10.0
0,3967,8.0
0,3968,1.0
0,3969,6.0
0,3970,1.0
0,3974,2.0
0,3975,1.0
0,3976,12.0
0,3977,2.0
0,3979,1.0
0,3980,11.0
0,3983,6.0
0,3993,8.0
0,3995,1.0
0,3996,2.0
0,3999,1.0
0,4003,8.0
0,4004,7.0
0,4006,9.0
0,4010,1.0
0,4013,11.0
0,4015,6.0
0,4016,2.0
0,4021,4.0
0,4023,11.0
0,4029,13.0
0,4035,19.0
0,4036,59.0
0,4037,6.0
0,4038,5.0
0,4039,5.0
0,4040,2.0
0,4041,3.0
0,4057,6.0
0,4065,1.0
0,4068,11.0
0,4069,8.0
0,4071,1.0
0,4072,11.0
0,4074,2.0
0,4075,11.0
0,4076,6.0
0,4092,41.0
0,4093,3.0
0,4095,1.0
0,4096,1.0
0,4097,1.0
0,4099,5.0
0,4100,36.0
0,4105,4.0
0,4106,7.0
0,4110,18.0
0,4111,2.0
0,4112,5.0
0,4114,4.0
0,4115,9.0
0,4116,1.0
0,4117,3.0
0,4119,1.0
0,4120,1.0
0,4124,13.0
0,4127,53.0
0,4128,77.0
0,4147,28.0
0,4148,15.0
0,4153,2.0
0,4154,1.0
0,4161,309.0
0,4163,447.0
0,4164,514.0
0,4167,2.0
0,4211,33.0
0,4227,37.0
0,4229,54.0
0,4234,2.0
0,4240,54.0
0,4241,48.0
0,4244,40.0
0,4245,26.0
0,4246,2.0
0,4248,128.0
0,4249,130.0
0,4251,144.0
0,4252,29.0
0,4265,17.0
0,4266,17.0
0,4267,18.0
0,4269,1.0
0,4272,1.0
0,4277,12.0
0,4278,1.0
0,4281,9.0
0,4282,20.0
0,4287,5.0
0,4288,2.0
0,4291,6.0
0,4293,6.0
0,4299,2.0
0,4300,14.0
0,4301,1.0
0,4304,3.0
0,4305,4.0
0,4307,20.0
0,4309,3.0
0,4320,3.0
0,4321,3.0
0,4322,1.0
0,4323,16.0
0,4324,1.0
0,4325,14.0
0,4327,5.0
0,4328,11.0
0,4330,27.0
0,4331,5.0
0,4332,123.0
0,4333,2.0
0,4366,115.0
0,4370,224.0
0,4371,74.0
0,4372,93.0
0,4373,73.0
0,4375,10.0
0,4376,18.0
0,4377,5.0
0,4378,1.0
0,4384,1.0
0,4398,1.0
0,4399,5.0
0,4404,3.0
0,4410,3.0
0,4411,10.0
0,4418,6.0
0,4419,1.0
0,4420,20.0
0,4421,28.0
0,4422,1.0
0,4423,5.0
0,4425,11.0
0,4430,13.0
0,4439,4.0
0,4440,8.0
0,4443,11.0
0,4444,2.0
0,4445,20.0
0,4446,9.0
0,4453,6.0
0,4458,1.0
0,4462,20.0
0,4464,83.0
0,4474,84.0
0,4475,114.0
0,4476,75.0
0,4481,99.0
0,4482,30.0
0,4484,23.0
0,4485,42.0
0,4486,9.0
0,4487,7.0
0,4488,3.0
0,4489,4.0
0,4503,2.0
0,4506,4.0
0,4507,4.0
0,4508,1.0
0,4510,10.0
0,4511,2.0
0,4512,2.0
0,4518,5.0
0,4519,2.0
0,4520,6.0
0,4522,3.0
0,4525,1.0
0,4527,1.0
0,4530,3.0
0,4531,14.0
0,4532,10.0
0,4536,2.0
0,4546,2.0
0,4547,2.0
0,4548,5.0
0,4551,16.0
0,4559,15.0
0,4560,1.0
0,4564,10.0
0,4565,20.0
0,4570,2.0
0,4572,4.0
0,4573,19.0
0,4576,1.0
0,4577,2.0
0,4578,2.0
0,4579,9.0
0,4581,1.0
0,4586,1.0
0,4587,1.0
0,4590,1.0
0,4592,1.0
0,4598,8.0
0,4600,1.0
0,4601,6.0
0,4602,18.0
0,4604,3.0
0,4607,18.0
0,4610,14.0
0,4611,2.0
0,4612,6.0
0,4613,1.0
0,4614,6.0
0,4617,4.0
0,4618,1.0
0,4620,7.0
0,4625,3.0
0,4626,1.0
0,4627,2.0
0,4632,5.0
0,4643,3.0
0,4645,3.0
0,4648,1.0
0,4651,12.0
0,4652,11.0
0,4655,3.0
0,4656,3.0
0,4657,8.0
0,4658,4.0
0,4659,1.0
0,4665,1.0
0,4666,3.0
0,4677,2.0
0,4680,7.0
0,4686,6.0
0,4687,3.0
0,4688,65.0
0,4690,3.0
0,4691,25.0
0,4694,17.0
0,4695,5.0
0,4696,2.0
0,4697,6.0
0,4698,2.0
0,4699,3.0
0,4700,1.0
0,4701,4.0
0,4702,9.0
0,4703,6.0
0,4705,15.0
0,4711,14.0
0,4712,69.0
0,4713,6.0
0,4714,9.0
0,4715,21.0
0,4723,74.0
0,4724,56.0
0,4727,2.0
0,4735,6.0
0,4768,4.0
0,4773,18.0
0,4779,177.0
0,4780,30.0
0,4781,22.0
0,4790,92.0
0,4791,39.0
0,4792,58.0
0,4793,24.0
0,4800,91.0
0,4802,4.0
0,4807,15.0
0,4808,13.0
0,4809,260.0
0,4810,47.0
0,4811,46.0
0,4812,10.0
0,4814,26.0
0,4815,2.0
0,4818,1.0
0,4819,1.0
0,4820,1.0
0,4823,3.0
0,4826,2.0
0,4831,99.0
0,4832,22.0
0,4849,1.0
0,4861,29.0
0,4867,3.0
0,4879,2.0
0,4882,3.0
0,4883,1.0
0,4884,21.0
0,4885,100.0
0,4886,307.0
0,4887,8.0
0,4890,12.0
0,4901,81.0
0,4902,6.0
0,4906,258.0
0,4907,198.0
0,4910,156.0
0,4920,12.0
0,4922,1.0
0,4923,7.0
0,4934,9.0
0,4960,29.0
0,4961,1.0
0,4968,11.0
0,4972,5.0
0,4975,4.0
0,4977,4.0
0,4982,9.0
0,4985,2.0
0,4987,1.0
0,4988,20.0
0,4989,2.0
0,4990,6.0
0,5008,1.0
0,5015,5.0
0,5016,1.0
0,5017,1.0
0,5021,3.0
0,5022,4.0
0,5023,1.0
0,5030,2.0
0,5031,40.0
0,5032,38.0
0,5033,161.0
0,5034,72.0
0,5045,19.0
0,5048,12.0
0,5051,14.0
0,5052,5.0
0,5060,26.0
0,5062,3.0
0,5065,12.0
0,5068,22.0
0,5070,43.0
0,5073,1.0
0,5075,1.0
0,5087,8.0
0,5090,1.0
0,5092,15.0
0,5093,4.0
0,5095,6.0
0,5096,15.0
0,5097,3.0
0,5098,2.0
0,5101,11.0
0,5102,5.0
0,5110,7.0
0,5111,2.0
0,5112,1.0
0,5114,5.0
0,5115,8.0
0,5116,2.0
0,5125,13.0
0,5126,3.0
0,5128,11.0
0,5129,3.0
0,5132,3.0
0,5133,1.0
0,5142,3.0
0,5144,4.0
0,5145,15.0
0,5147,9.0
0,5155,3.0
0,5156,9.0
0,5157,1.0
0,5159,6.0
0,5162,2.0
0,5168,6.0
0,5178,4.0
0,5179,7.0
0,5180,4.0
0,5181,3.0
0,5186,1.0
0,5189,6.0
0,5193,1.0
0,5195,3.0
0,5197,41.0
0,5198,50.0
0,5201,1.0
0,5216,1.0
0,5222,1.0
0,5224,111.0
